,SPY_open,SPY_high,SPY_low,SPY_close,ATR,VBM,MI,KAMA,KC Upper,KC Lower,DYMI,weekly_range
903,407.02,412.35,407.02,410.28,4.602142857142853,-101.69301743109975,25.276198733430856,414.4675928342922,424.6121600607185,402.7241600607186,20.024875755435474,0.0
904,413.23,417.49,413.18,416.58,5.011428571428569,-95.53519183967525,25.62814079379771,414.4797836606321,425.5874781501739,402.30347815017393,38.40322056280385,18.74000000000001
905,415.39,416.39,413.36,415.52,5.109999999999998,-97.15477562946083,25.900892688747753,414.4916844727281,425.8734326120621,402.3174326120622,50.450977708542034,0.0
906,415.79,416.06,411.77,411.94,5.265714285714283,-94.58003769720028,26.129929324982093,414.45413648907567,425.22015331567525,402.5601533156753,48.84620522972903,0.0
907,406.93,411.05,405.33,410.86,5.432142857142854,-91.90165296120941,26.33734389209223,414.38550682599043,425.7155672856109,401.48756728561096,41.79689639897979,0.0
908,411.77,416.625,411.67,415.28,5.57821428571428,-87.88006338114006,26.52557821957075,414.3984054523156,425.92141802031466,401.6014180203146,41.75942529532307,0.0
909,416.83,418.2,414.45,414.94,5.664642857142853,-88.69874288522178,26.66852960915797,414.41541587586215,426.0346639231418,401.7126639231418,49.21570469412588,12.870000000000005
910,417.39,420.32,417.08,419.17,5.582499999999998,-86.93364191373054,26.71588280725695,414.44880365508794,426.6290768828425,402.1270768828426,50.31240850962248,0.0
911,420.33,420.71,417.62,418.24,5.611071428571425,-88.66119671803085,26.606149136157068,414.51552548118536,426.03887908447666,403.45287908447665,57.00477897402145,0.0
912,418.89,419.61,417.76,419.07,5.347857142857143,-88.71564815193814,26.33135477484818,415.1127107021778,424.7787001240503,405.53670012405036,53.23121573427777,0.0
913,420.16,420.72,418.9851,419.29,5.204278571428574,-89.41988014448565,25.922755717842588,415.48993267122273,424.13123249318846,406.9712724931884,52.633325096489685,0.0
914,421.03,421.25,419.79,420.04,4.992135714285715,-88.14339216048596,25.444676302760044,415.6439453952817,423.5087322557419,408.44877225574186,52.93617456818417,4.170000000000016
915,422.55,422.78,421.19,422.19,3.548564285714292,-90.4623273206717,24.932573102989807,418.46088274335546,423.75391963927194,412.04795963927194,69.5185077593139,0.0
916,423.16,423.21,420.32,422.28,3.4485642857142897,-93.11657290927451,24.932816469504147,418.71623696636493,423.6729730069603,412.9630130069603,74.82945177283045,0.0
917,423.15,423.26,421.41,421.65,3.1085642857142863,-93.67213279686949,24.774545381858914,418.95306918711697,423.74230700629744,413.5283470062974,77.7592766417894,0.0
918,422.96,424.63,421.55,423.61,2.916778571428572,-98.15210099408431,24.69736466599003,419.44608243441945,424.46208538665,413.75612538665,68.5915055623921,0.0
919,424.12,424.43,422.82,424.31,2.7639214285714298,-98.51470722072737,24.455490466389147,420.00940574313586,424.9324286831595,414.27642868315957,75.2439426856516,4.310000000000002
920,424.43,425.37,423.1,425.26,2.541778571428572,-101.7380483704197,24.24554786958459,420.6385934909226,425.5330545228586,414.75305452285863,72.70716497292133,0.0
