,SPY_high,SPY_low,KAMA,DYMI,weekly_range
483,278.9,270.36,281.2754736772212,0.0,0.0
484,277.09,272.37,280.31344506412364,0.0,18.5
485,277.04,274.3,278.95977323407124,22.588733292173885,0.0
486,280.82,276.07,279.0735038626646,20.737534099531587,0.0
487,281.15,277.56,279.1844658869764,38.42045249686212,0.0
488,280.07,274.97,278.9260524484183,38.52051449458551,0.0
489,279.3,275.47,278.7047074473162,31.52696351894558,6.849999999999966
490,277.36,274.41,278.36756714385143,31.41487979015342,0.0
491,274.87,268.61,277.90219658753404,29.572296017955125,0.0
492,273.76,264.7,276.7395970729398,28.868591996382918,0.0
493,271.81,266.23,276.66650720626865,21.057087029031393,0.0
494,271.0,262.29,275.8831639925745,33.1446427692657,15.069999999999993
495,270.25,259.85,275.0587105208543,28.597682271303555,0.0
496,268.12,263.12,274.32428055480824,30.568026705940184,0.0
497,273.23,270.12,274.10369651530556,42.57763058296637,0.0
498,273.73,270.38,274.09523324583904,45.491398133909854,0.0
499,275.23,269.59,274.0497329979061,52.00550525793548,15.379999999999995
500,274.01,271.35,274.0439423170653,44.40542066673058,0.0
501,275.3,273.25,274.0529396940309,41.25259935886619,0.0
502,281.1,277.08,274.9832882720103,54.63474159079788,0.0
503,281.22,279.22,275.4662270424944,64.38234890095731,0.0
504,279.24,276.18,275.76779921069175,64.29041146431854,9.870000000000005
505,277.46,271.99,275.5735956416195,58.86797603429388,0.0
506,275.325,271.25,275.4766607018317,54.333676320655506,0.0
507,274.61,268.45,275.446888577722,49.54854763197334,0.0
508,273.54,267.0102,275.4326399685086,49.43932764524679,0.0
509,274.75,271.21,275.41137972111346,44.15204816593036,10.449799999999982
510,265.1613,258.62,270.5451352435598,19.106590343814148,0.0
511,267.87,262.48,270.4302931984595,39.981698602612,0.0
512,269.0,265.37,270.3537678277143,43.298705918248814,0.0
513,267.49,264.12,269.9075891454979,45.91811203088316,0.0
514,264.03,259.85,268.7129717478067,46.976275181018636,10.379999999999995
515,255.95,251.69,245.48578994913606,49.67272635976304,0.0
516,257.31,254.0,246.49069242912898,55.20261740027045,0.0
517,258.91,256.19,248.8930558360219,58.39686757919332,0.0
518,259.16,255.5,250.238338021919,62.541848926076305,0.0
519,259.0098,257.03,251.27391466887363,66.99059390764847,7.470000000000027
520,263.83,261.79,261.20170560038645,74.48077195659472,0.0
521,264.55,262.48,261.35810554418254,62.72186202072345,0.0
522,268.52,264.25,261.8872230760415,59.85480195797733,0.0
